SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION, , ,AverageResponseOfID,MaximumDuration,MinimunDuration,Mode,Median
1,298388,FALSE,36637,200,"0001 0001 0001","The person 298388 does not exist. The person 298388 does not exist. The person 298388 does not exist.",arc,v1, , ,1611.75,36637,833,906,1134.5,
2,279529,FALSE,2555,200,"0001","The person 279529 does not exist.",arc,v1, , ,,,,,
3,298468,FALSE,2182,200,"0001 0001 0001","The person 298468 does not exist. The person 298468 does not exist. The person 298468 does not exist.",arc,v1, , ,,,,,
4,280125,FALSE,2218,200,"0001","The person 280125 does not exist.",arc,v1, , ,,,,,
5,298668,FALSE,2172,200,"0001 0001 0001","The person 298668 does not exist. The person 298668 does not exist. The person 298668 does not exist.",arc,v1, , ,,,,,
6,280209,FALSE,2293,200,"0001","The person 280209 does not exist.",arc,v1, , ,,,,,
7,298928,FALSE,2514,200,"0001 0001 0001","The person 298928 does not exist. The person 298928 does not exist. The person 298928 does not exist.",arc,v1, , ,,,,,
8,292791,FALSE,2713,200,"0001","The person 292791 does not exist.",arc,v1, , ,,,,,
9,299709,FALSE,2547,200,"0001 0001 0001","The person 299709 does not exist. The person 299709 does not exist. The person 299709 does not exist.",arc,v1, , ,,,,,
10,292889,FALSE,2814,200,"0001","The person 292889 does not exist.",arc,v1, , ,,,,,
11,299012,FALSE,2783,200,"0001 0001 0001","The person 299012 does not exist. The person 299012 does not exist. The person 299012 does not exist.",arc,v1, , ,,,,,
12,299409,FALSE,2635,200,"0001 0001 0001","The person 299409 does not exist. The person 299409 does not exist. The person 299409 does not exist.",arc,v1, , ,,,,,
13,300123,FALSE,2758,200,"0001 0001 0001","The person 300123 does not exist. The person 300123 does not exist. The person 300123 does not exist.",arc,v1, , ,,,,,
14,293596,FALSE,4200,200,"0001","The person 293596 does not exist.",arc,v1, , ,,,,,
15,300134,FALSE,2596,200,"0001 0001 0001","The person 300134 does not exist. The person 300134 does not exist. The person 300134 does not exist.",arc,v1, , ,,,,,
16,300519,FALSE,3741,200,"0001 0001 0001","The person 300519 does not exist. The person 300519 does not exist. The person 300519 does not exist.",arc,v1, , ,,,,,
17,301112,FALSE,2655,200,"0001 0001 0001","The person 301112 does not exist. The person 301112 does not exist. The person 301112 does not exist.",arc,v1, , ,,,,,
18,293968,FALSE,2474,200,"0001","The person 293968 does not exist.",arc,v1, , ,,,,,
19,300808,FALSE,2456,200,"0001 0001 0001","The person 300808 does not exist. The person 300808 does not exist. The person 300808 does not exist.",arc,v1, , ,,,,,
20,293850,FALSE,2598,200,"0001","The person 293850 does not exist.",arc,v1, , ,,,,,
21,301254,FALSE,2583,200,"0001 0001 0001","The person 301254 does not exist. The person 301254 does not exist. The person 301254 does not exist.",arc,v1, , ,,,,,
22,294088,FALSE,2597,200,"0001","The person 294088 does not exist.",arc,v1, , ,,,,,
23,301195,FALSE,2887,200,"0001 0001 0001","The person 301195 does not exist. The person 301195 does not exist. The person 301195 does not exist.",arc,v1, , ,,,,,
