SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION, , ,AverageResponseOfID,MaximumDuration,MinimunDuration,Mode,Median
1,216865,PASS,9837,200,"","",arc,v1, , ,3693.041,22482,1555,2961,3029,
2,230190,PASS,10928,200,"","",arc,v1, , ,,,,,
3,213269,PASS,10975,200,"","",arc,v1, , ,,,,,
4,216906,PASS,11239,200,"","",arc,v1, , ,,,,,
5,230545,PASS,10644,200,"","",arc,v1, , ,,,,,
6,213286,PASS,13233,200,"","",arc,v1, , ,,,,,
7,217021,PASS,13413,200,"","",arc,v1, , ,,,,,
8,230771,PASS,16603,200,"","",arc,v1, , ,,,,,
9,231461,PASS,8728,200,"","",arc,v1, , ,,,,,
10,213347,PASS,9838,200,"","",arc,v1, , ,,,,,
11,231505,PASS,8562,200,"","",arc,v1, , ,,,,,
12,211830,PASS,8723,200,"","",arc,v1, , ,,,,,
13,217905,PASS,11706,200,"","",arc,v1, , ,,,,,
14,232145,PASS,12027,200,"","",arc,v1, , ,,,,,
15,139542,PASS,10718,200,"","",arc,v1, , ,,,,,
16,116353,PASS,9760,200,"","",arc,v1, , ,,,,,
17,218406,PASS,12624,200,"","",arc,v1, , ,,,,,
18,213604,PASS,12548,200,"","",arc,v1, , ,,,,,
19,232401,PASS,13169,200,"","",arc,v1, , ,,,,,
20,219825,PASS,9766,200,"","",arc,v1, , ,,,,,
21,232716,PASS,3372,200,"","",arc,v1, , ,,,,,
22,213600,PASS,2886,200,"","",arc,v1, , ,,,,,
23,157390,PASS,3224,200,"","",arc,v1, , ,,,,,
24,213633,PASS,2940,200,"","",arc,v1, , ,,,,,
25,222271,PASS,3069,200,"","",arc,v1, , ,,,,,
26,233329,PASS,3779,200,"","",arc,v1, , ,,,,,
27,213603,PASS,3746,200,"","",arc,v1, , ,,,,,
28,233350,PASS,2927,200,"","",arc,v1, , ,,,,,
29,222546,PASS,2803,200,"","",arc,v1, , ,,,,,
30,213635,PASS,2990,200,"","",arc,v1, , ,,,,,
31,233334,PASS,3747,200,"","",arc,v1, , ,,,,,
32,222606,PASS,4075,200,"","",arc,v1, , ,,,,,
33,214768,PASS,4703,200,"","",arc,v1, , ,,,,,
34,233487,PASS,9390,200,"","",arc,v1, , ,,,,,
35,222945,PASS,3733,200,"","",arc,v1, , ,,,,,
36,215152,PASS,8797,200,"","",arc,v1, , ,,,,,
37,223705,PASS,4538,200,"","",arc,v1, , ,,,,,
38,233718,PASS,4067,200,"","",arc,v1, , ,,,,,
39,233721,PASS,10258,200,"","",arc,v1, , ,,,,,
40,215695,PASS,5273,200,"","",arc,v1, , ,,,,,
41,233851,PASS,13562,200,"","",arc,v1, , ,,,,,
42,70521,PASS,3887,200,"","",arc,v1, , ,,,,,
43,234207,PASS,4537,200,"","",arc,v1, , ,,,,,
44,217890,PASS,3952,200,"","",arc,v1, , ,,,,,
45,216545,PASS,3577,200,"","",arc,v1, , ,,,,,
46,234210,PASS,3508,200,"","",arc,v1, , ,,,,,
47,217459,PASS,4438,200,"","",arc,v1, , ,,,,,
48,126420,PASS,4313,200,"","",arc,v1, , ,,,,,
49,234428,PASS,4104,200,"","",arc,v1, , ,,,,,
50,217609,PASS,4099,200,"","",arc,v1, , ,,,,,
51,234905,PASS,6836,200,"","",arc,v1, , ,,,,,
52,235225,PASS,14973,200,"","",arc,v1, , ,,,,,
53,217686,PASS,9388,200,"","",arc,v1, , ,,,,,
54,235525,PASS,3936,200,"","",arc,v1, , ,,,,,
55,20319,PASS,6364,200,"","",arc,v1, , ,,,,,
56,218065,PASS,3231,200,"","",arc,v1, , ,,,,,
57,235887,PASS,3630,200,"","",arc,v1, , ,,,,,
58,218207,PASS,4137,200,"","",arc,v1, , ,,,,,
59,228566,PASS,4033,200,"","",arc,v1, , ,,,,,
60,236785,PASS,4771,200,"","",arc,v1, , ,,,,,
