SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION, , ,AverageResponseOfID,MaximumDuration,MinimunDuration,Mode,Median
1,11458,FALSE,1415,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000]",arc,v1, , ,885.6,1596,715,718,735.5,
2,7885,FALSE,720,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000]",arc,v1, , ,,,,,
3,7897,FALSE,1596,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000]",arc,v1, , ,,,,,
4,13916,FALSE,734,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000]",arc,v1, , ,,,,,
5,6678,FALSE,715,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000]",arc,v1, , ,,,,,
6,10913,FALSE,737,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000]",arc,v1, , ,,,,,
7,15220,FALSE,718,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000]",arc,v1, , ,,,,,
8,6702,FALSE,744,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000]",arc,v1, , ,,,,,
9,5661,FALSE,759,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000]",arc,v1, , ,,,,,
10,1799,FALSE,718,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000] An internal error occured during rest api execution [00000000-0000-0000-0000-000000000000]",arc,v1, , ,,,,,

