SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION, , ,AverageResponseOfID,MaximumDuration,MinimunDuration,Mode,Median
1,110915,FALSE,5843,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [c0e82a86-a82b-4333-b31e-91cda51939d1] An internal error occured during rest api execution [b4939b17-4f3e-4cf5-9a32-d22ec96ae3a6] An internal error occured during rest api execution [272b39af-6583-4ec7-a937-4fdc852a22b4]",arc,v1, , ,4716.662,28470,1643,3504,4193,
2,116442,FALSE,10175,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [17fbb23d-8377-4f1f-b791-707b4426c137] An internal error occured during rest api execution [74d82f9c-5437-4cee-9c2a-51bd31d42484] An internal error occured during rest api execution [c72f8e01-2f54-4e93-ac12-5609f77146f8]",arc,v1, , ,,,,,
3,112402,FALSE,19961,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [76873a0d-d8f9-449b-9d53-0459ba1fc260] An internal error occured during rest api execution [0abad01c-fa64-4025-9d81-ae73d0e8798c] An internal error occured during rest api execution [9a96560c-1500-4415-9f79-fedc9f7d954d]",arc,v1, , ,,,,,
4,110869,FALSE,13438,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [745841ab-4a44-4987-adf4-a79629e1be80] An internal error occured during rest api execution [31bd0abe-ba59-448b-90c1-0337d0276e0a] An internal error occured during rest api execution [93d113fb-68ce-45f1-8744-0b28f7c91085]",arc,v1, , ,,,,,
5,43469,FALSE,28470,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [68941179-88f1-4ccc-b779-ac6d8ca69585] An internal error occured during rest api execution [fc5cb264-16af-440d-907a-5e46a1d7ed48] An internal error occured during rest api execution [884aa1d7-a6ce-4416-8372-f72a9300fe92]",arc,v1, , ,,,,,
6,121196,FALSE,14590,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [932cde25-1af4-4e8e-9a9d-f66d5fe586ea] An internal error occured during rest api execution [5c2b25fd-07ea-4f25-b6c1-95b52c88f44d] An internal error occured during rest api execution [032c96db-c7d8-4da2-8735-f86d536a76d2]",arc,v1, , ,,,,,
7,112662,FALSE,15524,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [0e0bacdf-e65d-4b79-9c39-9c553a9557ec] An internal error occured during rest api execution [64b5c805-0b82-4784-845d-a3e0c1e1b38a] An internal error occured during rest api execution [8dc508cf-c2fc-4cbb-937b-97834357828d]",arc,v1, , ,,,,,
8,112423,FALSE,16949,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [1386b0a9-e23b-4287-9466-c1ea68821685] An internal error occured during rest api execution [8cedaca8-63f4-49f0-8ea1-8d9295d489ea] An internal error occured during rest api execution [8156f5de-0313-4a44-9c05-f10c1486a56f]",arc,v1, , ,,,,,
9,120020,FALSE,17240,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [12844e39-0fe6-4051-a5a6-18cc57525d44] An internal error occured during rest api execution [8cab7015-972e-4cc0-b8d6-dfff823e95c7] An internal error occured during rest api execution [d720c47e-c0b3-4d78-beb2-37d813f9fc77]",arc,v1, , ,,,,,
10,112058,FALSE,17531,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [bc172c6d-428f-4ffc-8b13-db3ee05a3921] An internal error occured during rest api execution [a6d3884f-0347-4bd3-85fa-7e89b3931f0d] An internal error occured during rest api execution [b40c8717-8ebe-4b42-8d23-e4f35dcd3eb1]",arc,v1, , ,,,,,
11,100929,FALSE,16118,200,"FUNCTIONALERROR_01 FUNCTIONALERROR_01 FUNCTIONALERROR_01","An internal error occured during rest api execution [f1bb477f-c28e-4217-9f28-3561c31e2315] An internal error occured during rest api execution [3b86c79f-a919-4d84-ae17-38447f680f56] An internal error occured during rest api execution [6e97381f-6867-4d8e-84a3-d964681e9e2d]",arc,v1, , ,,,,,
