SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION, , ,AverageResponseOfID,MaximumDuration,MinimunDuration,Mode,Median
1,11458,PASS,26391,200,"","",arc,v1, , ,4198.131,57902,713,841,930,
2,7885,PASS,25414,200,"","",arc,v1, , ,,,,,
3,7897,PASS,31356,200,"","",arc,v1, , ,,,,,
4,13916,PASS,28500,200,"","",arc,v1, , ,,,,,
5,6678,PASS,29310,200,"","",arc,v1, , ,,,,,
6,10913,PASS,26658,200,"","",arc,v1, , ,,,,,
7,15220,PASS,30240,200,"","",arc,v1, , ,,,,,
8,6702,PASS,29519,200,"","",arc,v1, , ,,,,,
9,5661,PASS,27038,200,"","",arc,v1, , ,,,,,
10,1799,PASS,27769,200,"","",arc,v1, , ,,,,,
11,17269,PASS,24052,200,"","",arc,v1, , ,,,,,
12,3222,PASS,25534,200,"","",arc,v1, , ,,,,,
13,1657,PASS,34618,200,"","",arc,v1, , ,,,,,
14,10054,PASS,30597,200,"","",arc,v1, , ,,,,,
15,2912,PASS,17349,200,"","",arc,v1, , ,,,,,
16,5348,PASS,22253,200,"","",arc,v1, , ,,,,,
17,4126,PASS,20598,200,"","",arc,v1, , ,,,,,
18,2974,PASS,25713,200,"","",arc,v1, , ,,,,,
19,13804,PASS,8987,200,"","",arc,v1, , ,,,,,
20,13705,PASS,22524,200,"","",arc,v1, , ,,,,,
21,11417,PASS,50988,200,"","",arc,v1, , ,,,,,
22,10034,PASS,35156,200,"","",arc,v1, , ,,,,,
23,13401,PASS,6917,200,"","",arc,v1, , ,,,,,
24,12997,PASS,16230,200,"","",arc,v1, , ,,,,,
25,13814,PASS,21123,200,"","",arc,v1, , ,,,,,
26,17990,PASS,24625,200,"","",arc,v1, , ,,,,,
27,10887,PASS,27765,200,"","",arc,v1, , ,,,,,
28,5174,PASS,23796,200,"","",arc,v1, , ,,,,,
29,1813,PASS,29162,200,"","",arc,v1, , ,,,,,
30,3611,PASS,33002,200,"","",arc,v1, , ,,,,,
31,11082,PASS,29488,200,"","",arc,v1, , ,,,,,
32,4929,PASS,25501,200,"","",arc,v1, , ,,,,,
33,6884,PASS,27243,200,"","",arc,v1, , ,,,,,
34,7653,PASS,26538,200,"","",arc,v1, , ,,,,,
35,5664,PASS,20835,200,"","",arc,v1, , ,,,,,
36,11150,PASS,23364,200,"","",arc,v1, , ,,,,,
37,10264,PASS,21839,200,"","",arc,v1, , ,,,,,
38,11419,PASS,29778,200,"","",arc,v1, , ,,,,,
39,11416,PASS,30166,200,"","",arc,v1, , ,,,,,
40,7945,PASS,26764,200,"","",arc,v1, , ,,,,,
41,11941,PASS,29656,200,"","",arc,v1, , ,,,,,
42,18262,PASS,19574,200,"","",arc,v1, , ,,,,,
43,11191,PASS,22678,200,"","",arc,v1, , ,,,,,
44,14941,PASS,57902,200,"","",arc,v1, , ,,,,,
45,10752,PASS,17200,200,"","",arc,v1, , ,,,,,
46,13004,PASS,23715,200,"","",arc,v1, , ,,,,,
47,13346,PASS,19523,200,"","",arc,v1, , ,,,,,
48,15477,PASS,12567,200,"","",arc,v1, , ,,,,,
49,15316,PASS,22051,200,"","",arc,v1, , ,,,,,
50,6501,PASS,20988,200,"","",arc,v1, , ,,,,,
51,2471,PASS,25840,200,"","",arc,v1, , ,,,,,
