SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION
1,26424,FALSE,1692,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
2,30730,FALSE,1044,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
3,33793,FALSE,1010,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
4,102891,FALSE,1031,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
5,59260,FALSE,974,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
6,60393,FALSE,971,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
7,112142,FALSE,967,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
8,112174,FALSE,987,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
9,112396,FALSE,1003,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
10,176447,FALSE,938,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
11,129877,FALSE,1331,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
12,174711,FALSE,989,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
13,179106,FALSE,985,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
14,135231,FALSE,965,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
15,189384,FALSE,1017,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
16,191829,FALSE,1042,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
17,210490,FALSE,1080,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
18,233334,FALSE,1083,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
19,236829,FALSE,1028,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
20,257356,FALSE,1048,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
