SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION, , ,AverageResponseOfID,MaximumDuration,MinimunDuration,Mode,Median
1,163463,PASS,3941,200,"","",arc,v1, , ,3921.172,29241,1099,3186,3490,
2,211719,PASS,2967,200,"","",arc,v1, , ,,,,,
3,313195,FALSE,6550,200,"0001 0001 0001","The person 313195 does not exist. The person 313195 does not exist. The person 313195 does not exist.",arc,v1, , ,,,,,
4,230653,FALSE,3881,200,"0001","The person 230653 does not exist.",arc,v1, , ,,,,,
5,249727,FALSE,3944,200,"0001","The person 249727 does not exist.",arc,v1, , ,,,,,
6,139506,PASS,7173,200,"","",arc,v1, , ,,,,,
7,265506,FALSE,7898,200,"0001","The person 265506 does not exist.",arc,v1, , ,,,,,
8,264965,FALSE,9388,200,"0001","The person 264965 does not exist.",arc,v1, , ,,,,,
9,204625,PASS,9005,200,"","",arc,v1, , ,,,,,
10,193186,PASS,9131,200,"","",arc,v1, , ,,,,,
11,119459,PASS,8679,200,"","",arc,v1, , ,,,,,
12,176165,PASS,9162,200,"","",arc,v1, , ,,,,,
13,289119,FALSE,10870,200,"0001","The person 289119 does not exist.",arc,v1, , ,,,,,
14,165031,PASS,10513,200,"","",arc,v1, , ,,,,,
15,323386,FALSE,13158,200,"0001 0001 0001","The person 323386 does not exist. The person 323386 does not exist. The person 323386 does not exist.",arc,v1, , ,,,,,
16,155179,PASS,7285,200,"","",arc,v1, , ,,,,,
17,128511,PASS,7945,200,"","",arc,v1, , ,,,,,
18,146495,PASS,12501,200,"","",arc,v1, , ,,,,,
19,156947,PASS,7662,200,"","",arc,v1, , ,,,,,
20,188911,PASS,8003,200,"","",arc,v1, , ,,,,,
21,218365,PASS,10963,200,"","",arc,v1, , ,,,,,
22,233985,PASS,10024,200,"","",arc,v1, , ,,,,,
23,138895,PASS,10443,200,"","",arc,v1, , ,,,,,
24,302754,FALSE,11748,200,"0001 0001 0001","The person 302754 does not exist. The person 302754 does not exist. The person 302754 does not exist.",arc,v1, , ,,,,,
25,89546,PASS,12786,200,"","",arc,v1, , ,,,,,
26,136225,PASS,12204,200,"","",arc,v1, , ,,,,,
27,146969,PASS,12275,200,"","",arc,v1, , ,,,,,
28,241825,FALSE,5208,200,"0001","The person 241825 does not exist.",arc,v1, , ,,,,,
29,325114,FALSE,3133,200,"0001 0001 0001","The person 325114 does not exist. The person 325114 does not exist. The person 325114 does not exist.",arc,v1, , ,,,,,
30,158902,PASS,3527,200,"","",arc,v1, , ,,,,,
31,290151,FALSE,3128,200,"0001","The person 290151 does not exist.",arc,v1, , ,,,,,
32,128515,PASS,3561,200,"","",arc,v1, , ,,,,,
33,138898,PASS,3437,200,"","",arc,v1, , ,,,,,
34,214607,PASS,3892,200,"","",arc,v1, , ,,,,,
35,204726,PASS,2928,200,"","",arc,v1, , ,,,,,
36,159306,PASS,2745,200,"","",arc,v1, , ,,,,,
37,295272,FALSE,2831,200,"0001","The person 295272 does not exist.",arc,v1, , ,,,,,
38,102685,PASS,3215,200,"","",arc,v1, , ,,,,,
39,234405,PASS,4913,200,"","",arc,v1, , ,,,,,
40,64721,PASS,4366,200,"","",arc,v1, , ,,,,,
41,27034,PASS,11061,200,"","",arc,v1, , ,,,,,
42,124786,FALSE,12618,200,"0001 0001 0001 0001 0100 0002 0364 0360 0362","The person 124786 does not exist. The person 124786 does not exist. The person 124786 does not exist. The person 124786 does not exist. The site’s salary tax rate must be higher than 0. The MonthlySalaryToBeCharged field is mandatory. Salary Start date must be after the last account closing. The salary start date must be between the opening access date and the closure access date. Cannot find a payroll employment rate on the salary start date.",arc,v1, , ,,,,,
43,34411,PASS,5960,200,"","",arc,v1, , ,,,,,
44,291230,FALSE,4519,200,"0001","The person 291230 does not exist.",arc,v1, , ,,,,,
45,221508,PASS,10283,200,"","",arc,v1, , ,,,,,
46,137017,PASS,4514,200,"","",arc,v1, , ,,,,,
47,291070,FALSE,14045,200,"0001","The person 291070 does not exist.",arc,v1, , ,,,,,
48,13215,PASS,7028,200,"","",arc,v1, , ,,,,,
49,11283,PASS,6289,200,"","",arc,v1, , ,,,,,
50,5905,PASS,5157,200,"","",arc,v1, , ,,,,,
51,12847,PASS,6394,200,"","",arc,v1, , ,,,,,
52,13420,PASS,5979,200,"","",arc,v1, , ,,,,,
53,9890,PASS,10372,200,"","",arc,v1, , ,,,,,
54,17505,PASS,21772,200,"","",arc,v1, , ,,,,,
55,4358,PASS,6246,200,"","",arc,v1, , ,,,,,
56,13423,PASS,6226,200,"","",arc,v1, , ,,,,,
57,14838,PASS,5835,200,"","",arc,v1, , ,,,,,
58,11559,PASS,6496,200,"","",arc,v1, , ,,,,,
59,12267,PASS,8019,200,"","",arc,v1, , ,,,,,
60,9281,PASS,5346,200,"","",arc,v1, , ,,,,,
61,13328,PASS,4842,200,"","",arc,v1, , ,,,,,
62,12699,PASS,19952,200,"","",arc,v1, , ,,,,,
63,13329,PASS,4533,200,"","",arc,v1, , ,,,,,
64,14340,PASS,4029,200,"","",arc,v1, , ,,,,,
65,19910,PASS,6481,200,"","",arc,v1, , ,,,,,
66,14664,PASS,5325,200,"","",arc,v1, , ,,,,,
67,12266,PASS,7024,200,"","",arc,v1, , ,,,,,
68,15490,PASS,3037,200,"","",arc,v1, , ,,,,,
69,14668,PASS,6144,200,"","",arc,v1, , ,,,,,
70,23584,PASS,6442,200,"","",arc,v1, , ,,,,,
71,14674,PASS,15793,200,"","",arc,v1, , ,,,,,
72,21693,PASS,5543,200,"","",arc,v1, , ,,,,,
73,12570,PASS,5720,200,"","",arc,v1, , ,,,,,
74,12315,PASS,3552,200,"","",arc,v1, , ,,,,,
75,19506,PASS,3058,200,"","",arc,v1, , ,,,,,
76,16211,PASS,2642,200,"","",arc,v1, , ,,,,,
77,17093,PASS,3574,200,"","",arc,v1, , ,,,,,
78,9604,FALSE,3872,200,"0003 0500 0364 0360 0362","IdCompany with 62 identifier cannot be found. Type of salary costs calculation cannot be found for the employee’s company (code = 62) Salary Start date must be after the last account closing. The salary start date must be between the opening access date and the closure access date. Cannot find a payroll employment rate on the salary start date.",arc,v1, , ,,,,,
79,16220,PASS,3728,200,"","",arc,v1, , ,,,,,
80,21705,PASS,3209,200,"","",arc,v1, , ,,,,,
81,16217,PASS,3373,200,"","",arc,v1, , ,,,,,
82,16091,PASS,3506,200,"","",arc,v1, , ,,,,,
83,27906,PASS,4287,200,"","",arc,v1, , ,,,,,
84,26019,PASS,6059,200,"","",arc,v1, , ,,,,,
85,26326,PASS,4829,200,"","",arc,v1, , ,,,,,
86,24896,PASS,4648,200,"","",arc,v1, , ,,,,,
87,27679,PASS,4975,200,"","",arc,v1, , ,,,,,
88,27356,PASS,3775,200,"","",arc,v1, , ,,,,,
89,24880,PASS,4280,200,"","",arc,v1, , ,,,,,
90,24882,PASS,4388,200,"","",arc,v1, , ,,,,,
91,27260,PASS,4001,200,"","",arc,v1, , ,,,,,
92,21174,PASS,5829,200,"","",arc,v1, , ,,,,,
93,27261,PASS,3539,200,"","",arc,v1, , ,,,,,
94,24725,PASS,3117,200,"","",arc,v1, , ,,,,,
95,24726,PASS,4216,200,"","",arc,v1, , ,,,,,
96,27282,PASS,3564,200,"","",arc,v1, , ,,,,,
97,27933,PASS,3443,200,"","",arc,v1, , ,,,,,
98,20402,PASS,3807,200,"","",arc,v1, , ,,,,,
99,32092,PASS,6325,200,"","",arc,v1, , ,,,,,
100,28921,PASS,5272,200,"","",arc,v1, , ,,,,,
101,27287,PASS,4085,200,"","",arc,v1, , ,,,,,
102,25400,PASS,4224,200,"","",arc,v1, , ,,,,,
103,29987,PASS,3701,200,"","",arc,v1, , ,,,,,
104,29983,PASS,4146,200,"","",arc,v1, , ,,,,,
105,31337,PASS,3512,200,"","",arc,v1, , ,,,,,
106,25040,PASS,3814,200,"","",arc,v1, , ,,,,,
107,28891,PASS,4108,200,"","",arc,v1, , ,,,,,
108,31038,PASS,5073,200,"","",arc,v1, , ,,,,,
109,31039,PASS,4134,200,"","",arc,v1, , ,,,,,
110,28072,PASS,5583,200,"","",arc,v1, , ,,,,,
111,17569,PASS,6072,200,"","",arc,v1, , ,,,,,
112,24465,PASS,7314,200,"","",arc,v1, , ,,,,,
113,31073,PASS,8081,200,"","",arc,v1, , ,,,,,
114,15134,PASS,5753,200,"","",arc,v1, , ,,,,,
115,31037,PASS,4885,200,"","",arc,v1, , ,,,,,
116,1355,PASS,2693,200,"","",arc,v1, , ,,,,,
117,28393,PASS,3398,200,"","",arc,v1, , ,,,,,
118,28096,PASS,2649,200,"","",arc,v1, , ,,,,,
119,30533,PASS,4786,200,"","",arc,v1, , ,,,,,
120,29488,PASS,3297,200,"","",arc,v1, , ,,,,,
121,31810,PASS,2859,200,"","",arc,v1, , ,,,,,
122,31545,PASS,4394,200,"","",arc,v1, , ,,,,,
123,22110,PASS,5605,200,"","",arc,v1, , ,,,,,
124,31550,PASS,5404,200,"","",arc,v1, , ,,,,,
125,31548,PASS,5560,200,"","",arc,v1, , ,,,,,
126,29152,PASS,4915,200,"","",arc,v1, , ,,,,,
127,31561,PASS,2615,200,"","",arc,v1, , ,,,,,
128,31540,PASS,3834,200,"","",arc,v1, , ,,,,,
129,30017,PASS,3306,200,"","",arc,v1, , ,,,,,
130,31562,PASS,3452,200,"","",arc,v1, , ,,,,,
131,32642,PASS,2923,200,"","",arc,v1, , ,,,,,
132,31251,PASS,3736,200,"","",arc,v1, , ,,,,,
133,30850,PASS,5148,200,"","",arc,v1, , ,,,,,
134,31549,PASS,3795,200,"","",arc,v1, , ,,,,,
135,25609,PASS,3238,200,"","",arc,v1, , ,,,,,
136,31262,PASS,3348,200,"","",arc,v1, , ,,,,,
137,32933,PASS,3962,200,"","",arc,v1, , ,,,,,
138,14529,PASS,4446,200,"","",arc,v1, , ,,,,,
139,24874,PASS,5397,200,"","",arc,v1, , ,,,,,
140,26070,PASS,5552,200,"","",arc,v1, , ,,,,,
141,24841,PASS,4118,200,"","",arc,v1, , ,,,,,
142,32373,PASS,4392,200,"","",arc,v1, , ,,,,,
143,26424,PASS,3340,200,"","",arc,v1, , ,,,,,
144,31877,PASS,3146,200,"","",arc,v1, , ,,,,,
145,36261,PASS,3434,200,"","",arc,v1, , ,,,,,
146,24845,PASS,2778,200,"","",arc,v1, , ,,,,,
147,34074,PASS,2532,200,"","",arc,v1, , ,,,,,
148,33806,PASS,3057,200,"","",arc,v1, , ,,,,,
149,30522,PASS,3125,200,"","",arc,v1, , ,,,,,
150,30808,PASS,3136,200,"","",arc,v1, , ,,,,,
151,33749,PASS,3719,200,"","",arc,v1, , ,,,,,
152,27838,PASS,3355,200,"","",arc,v1, , ,,,,,
153,36337,PASS,2771,200,"","",arc,v1, , ,,,,,
154,26350,PASS,3270,200,"","",arc,v1, , ,,,,,
155,27788,PASS,4781,200,"","",arc,v1, , ,,,,,
156,30175,PASS,4322,200,"","",arc,v1, , ,,,,,
157,36256,PASS,4510,200,"","",arc,v1, , ,,,,,
158,35173,PASS,4547,200,"","",arc,v1, , ,,,,,
159,29074,PASS,4400,200,"","",arc,v1, , ,,,,,
160,33873,PASS,2620,200,"","",arc,v1, , ,,,,,
