SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION
1,26424,PASS,1901,200,"","",arc,v1
2,30730,PASS,1150,200,"","",arc,v1
3,33793,FALSE,792,200,"0358
0360
0362
","The salary tax rate must be greater than 0.
The salary start date must be between the opening access date and the closure access date.
Cannot find a payroll employment rate on the salary start date.
",arc,v1
4,102891,PASS,931,200,"","",arc,v1
5,59260,PASS,850,200,"","",arc,v1
6,60393,FALSE,660,200,"0358
0360
0362
","The salary tax rate must be greater than 0.
The salary start date must be between the opening access date and the closure access date.
Cannot find a payroll employment rate on the salary start date.
",arc,v1
7,112142,PASS,746,200,"","",arc,v1
8,112174,PASS,770,200,"","",arc,v1
9,112396,PASS,835,200,"","",arc,v1
10,176447,PASS,762,200,"","",arc,v1
11,129877,PASS,789,200,"","",arc,v1
12,174711,PASS,746,200,"","",arc,v1
13,179106,PASS,812,200,"","",arc,v1
14,135231,PASS,831,200,"","",arc,v1
15,189384,PASS,770,200,"","",arc,v1
16,191829,FALSE,692,200,"0358
0360
0362
","The salary tax rate must be greater than 0.
The salary start date must be between the opening access date and the closure access date.
Cannot find a payroll employment rate on the salary start date.
",arc,v1
17,210490,PASS,774,200,"","",arc,v1
18,233334,PASS,697,200,"","",arc,v1
19,236829,PASS,729,200,"","",arc,v1
20,257356,PASS,722,200,"","",arc,v1
21,26424,PASS,1114,200,"","",arc,v1
22,30730,PASS,1091,200,"","",arc,v1
23,33793,FALSE,850,200,"0358
0360
0362
","The salary tax rate must be greater than 0.
The salary start date must be between the opening access date and the closure access date.
Cannot find a payroll employment rate on the salary start date.
",arc,v1
24,102891,PASS,867,200,"","",arc,v1
25,59260,PASS,813,200,"","",arc,v1
26,60393,FALSE,660,200,"0358
0360
0362
","The salary tax rate must be greater than 0.
The salary start date must be between the opening access date and the closure access date.
Cannot find a payroll employment rate on the salary start date.
",arc,v1
27,112142,PASS,799,200,"","",arc,v1
28,112174,PASS,997,200,"","",arc,v1
29,112396,PASS,1164,200,"","",arc,v1
30,176447,PASS,776,200,"","",arc,v1
31,129877,PASS,826,200,"","",arc,v1
