SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION, , ,AverageResponseOfID,MaximumDuration,MinimunDuration,Mode,Median
1,110915,PASS,1873,200,"","",arc,v1, , ,1100.499,15529,792,896,980,
2,116442,PASS,1320,200,"","",arc,v1, , ,,,,,
3,112402,PASS,1228,200,"","",arc,v1, , ,,,,,
4,110869,PASS,1245,200,"","",arc,v1, , ,,,,,
5,43469,PASS,1593,200,"","",arc,v1, , ,,,,,
6,121196,PASS,1150,200,"","",arc,v1, , ,,,,,
7,112662,PASS,1032,200,"","",arc,v1, , ,,,,,
8,112423,PASS,1201,200,"","",arc,v1, , ,,,,,
9,120020,PASS,1118,200,"","",arc,v1, , ,,,,,
10,112058,PASS,1144,200,"","",arc,v1, , ,,,,,
11,100929,PASS,1357,200,"","",arc,v1, , ,,,,,
12,119202,PASS,1113,200,"","",arc,v1, , ,,,,,
13,110882,PASS,1051,200,"","",arc,v1, , ,,,,,
14,118004,PASS,1005,200,"","",arc,v1, , ,,,,,
15,121205,PASS,1157,200,"","",arc,v1, , ,,,,,
16,118105,PASS,1268,200,"","",arc,v1, , ,,,,,
17,50601,PASS,1171,200,"","",arc,v1, , ,,,,,
18,110251,PASS,1017,200,"","",arc,v1, , ,,,,,
19,109260,PASS,1289,200,"","",arc,v1, , ,,,,,
20,119898,PASS,1161,200,"","",arc,v1, , ,,,,,
21,122321,PASS,1194,200,"","",arc,v1, , ,,,,,
22,110248,PASS,1094,200,"","",arc,v1, , ,,,,,
23,120085,PASS,1305,200,"","",arc,v1, , ,,,,,
24,49753,PASS,1064,200,"","",arc,v1, , ,,,,,
25,112174,PASS,1214,200,"","",arc,v1, , ,,,,,
26,10035,PASS,1440,200,"","",arc,v1, , ,,,,,
27,123360,PASS,1116,200,"","",arc,v1, , ,,,,,
28,120599,PASS,1240,200,"","",arc,v1, , ,,,,,
29,111146,PASS,1201,200,"","",arc,v1, , ,,,,,
30,100930,PASS,1368,200,"","",arc,v1, , ,,,,,
31,112944,PASS,1405,200,"","",arc,v1, , ,,,,,
32,120121,PASS,1171,200,"","",arc,v1, , ,,,,,
33,119538,PASS,1274,200,"","",arc,v1, , ,,,,,
34,121605,PASS,1109,200,"","",arc,v1, , ,,,,,
35,117002,PASS,1422,200,"","",arc,v1, , ,,,,,
36,120960,PASS,1114,200,"","",arc,v1, , ,,,,,
37,124877,PASS,1053,200,"","",arc,v1, , ,,,,,
38,117674,PASS,1272,200,"","",arc,v1, , ,,,,,
39,117861,PASS,1187,200,"","",arc,v1, , ,,,,,
40,118430,PASS,1077,200,"","",arc,v1, , ,,,,,
41,122673,PASS,1089,200,"","",arc,v1, , ,,,,,
42,118890,PASS,1335,200,"","",arc,v1, , ,,,,,
43,119557,PASS,1528,200,"","",arc,v1, , ,,,,,
44,122548,PASS,1364,200,"","",arc,v1, , ,,,,,
45,120906,PASS,1529,200,"","",arc,v1, , ,,,,,
46,121468,PASS,1117,200,"","",arc,v1, , ,,,,,
47,120560,PASS,1629,200,"","",arc,v1, , ,,,,,
48,124096,PASS,1489,200,"","",arc,v1, , ,,,,,
49,123493,PASS,1555,200,"","",arc,v1, , ,,,,,
50,123374,PASS,1812,200,"","",arc,v1, , ,,,,,
51,120890,PASS,1399,200,"","",arc,v1, , ,,,,,
52,124212,PASS,1988,200,"","",arc,v1, , ,,,,,
53,125017,PASS,2635,200,"","",arc,v1, , ,,,,,
54,123990,PASS,1586,200,"","",arc,v1, , ,,,,,
55,127129,PASS,1815,200,"","",arc,v1, , ,,,,,
