SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION
1,leorek,FALSE,2972,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
1,leorek,FALSE,2972,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
2,Antku,FALSE,2385,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
2,Antku,FALSE,2385,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
3,PPLjkiu,FALSE,2333,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
3,PPLjkiu,FALSE,2333,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
4,chang,FALSE,2365,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
4,chang,FALSE,2365,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
5,Jangri,FALSE,2272,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
5,Jangri,FALSE,2272,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
6,tappu,FALSE,2321,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
6,tappu,FALSE,2321,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
7,ktriya,FALSE,2342,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
7,ktriya,FALSE,2342,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
8,ANtriya,FALSE,2393,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
8,ANtriya,FALSE,2393,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
9,TeerKn,FALSE,2359,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
9,TeerKn,FALSE,2359,200,"0014
","Impossible to insert a duplicate for this employee.
",klif,v2
10,tappu8,FALSE,5431,200,"0041
","A forbidden special character has been included for the field LastName. Please delete it from the field in order to continue.
",klif,v2
10,tappu8,FALSE,5431,200,"0041
","A forbidden special character has been included for the field LastName. Please delete it from the field in order to continue.
",klif,v2
