SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION, , ,AverageResponseOfID,MaximumDuration,MinimunDuration,Mode,Median
1,211719,PASS,3237,200,"","",arc,v1, , ,1944.466,16229,648,1249,1588.5,
2,313195,FALSE,3445,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1, , ,,,,,
3,230653,PASS,1141,200,"","",arc,v1, , ,,,,,
4,249727,PASS,1115,200,"","",arc,v1, , ,,,,,
5,139506,PASS,1124,200,"","",arc,v1, , ,,,,,
6,265506,PASS,1092,200,"","",arc,v1, , ,,,,,
7,264965,PASS,1117,200,"","",arc,v1, , ,,,,,
8,204625,PASS,1075,200,"","",arc,v1, , ,,,,,
9,193186,PASS,1174,200,"","",arc,v1, , ,,,,,
10,119459,PASS,1263,200,"","",arc,v1, , ,,,,,
11,176165,PASS,1149,200,"","",arc,v1, , ,,,,,
12,289119,PASS,1152,200,"","",arc,v1, , ,,,,,
13,165031,PASS,1156,200,"","",arc,v1, , ,,,,,
14,323386,FALSE,956,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1, , ,,,,,
15,155179,PASS,1818,200,"","",arc,v1, , ,,,,,
16,128511,PASS,1249,200,"","",arc,v1, , ,,,,,
17,146495,PASS,1131,200,"","",arc,v1, , ,,,,,
18,156947,PASS,1188,200,"","",arc,v1, , ,,,,,
19,188911,PASS,1157,200,"","",arc,v1, , ,,,,,
20,218365,PASS,1118,200,"","",arc,v1, , ,,,,,
21,233985,PASS,1613,200,"","",arc,v1, , ,,,,,
22,138895,PASS,3016,200,"","",arc,v1, , ,,,,,
23,302754,PASS,1394,200,"","",arc,v1, , ,,,,,
24,89546,PASS,1279,200,"","",arc,v1, , ,,,,,
25,136225,PASS,1301,200,"","",arc,v1, , ,,,,,
26,146969,PASS,1191,200,"","",arc,v1, , ,,,,,
27,241825,PASS,1266,200,"","",arc,v1, , ,,,,,
28,325114,FALSE,1073,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1, , ,,,,,
29,158902,PASS,1344,200,"","",arc,v1, , ,,,,,
30,290151,PASS,1197,200,"","",arc,v1, , ,,,,,
31,128515,PASS,1122,200,"","",arc,v1, , ,,,,,
32,138898,PASS,1119,200,"","",arc,v1, , ,,,,,
33,214607,PASS,1163,200,"","",arc,v1, , ,,,,,
34,204726,PASS,1316,200,"","",arc,v1, , ,,,,,
35,159306,PASS,1184,200,"","",arc,v1, , ,,,,,
36,295272,PASS,1148,200,"","",arc,v1, , ,,,,,
37,102685,PASS,1158,200,"","",arc,v1, , ,,,,,
38,234405,PASS,4281,200,"","",arc,v1, , ,,,,,
39,64721,PASS,1275,200,"","",arc,v1, , ,,,,,
40,27034,PASS,2789,200,"","",arc,v1, , ,,,,,
41,124786,FALSE,1379,200,"0001
0360
0362
","The person 124786 does not exist.
The salary start date must be between the opening access date and the closure access date.
Cannot find a payroll employment rate on the salary start date.
",arc,v1, , ,,,,,
42,34411,PASS,2387,200,"","",arc,v1, , ,,,,,
43,291230,PASS,1233,200,"","",arc,v1, , ,,,,,
44,221508,PASS,1156,200,"","",arc,v1, , ,,,,,
45,137017,PASS,1179,200,"","",arc,v1, , ,,,,,
46,291070,PASS,1540,200,"","",arc,v1, , ,,,,,
47,13215,PASS,2994,200,"","",arc,v1, , ,,,,,
48,11283,PASS,2867,200,"","",arc,v1, , ,,,,,
49,5905,PASS,2562,200,"","",arc,v1, , ,,,,,
50,12847,PASS,2741,200,"","",arc,v1, , ,,,,,
51,13420,PASS,3033,200,"","",arc,v1, , ,,,,,
