SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION, , ,AverageResponseOfID,MaximumDuration,MinimunDuration,Mode,Median
1,26424,PASS,4207,200,"","",arc,v1, , ,1541.022,10694,1029,1192,1218,
2,30730,PASS,7423,200,"","",arc,v1, , ,,,,,
3,216565,PASS,2820,200,"","",arc,v1, , ,,,,,
4,102891,PASS,3050,200,"","",arc,v1, , ,,,,,
5,59260,PASS,3275,200,"","",arc,v1, , ,,,,,
6,255966,PASS,3091,200,"","",arc,v1, , ,,,,,
7,112142,PASS,4072,200,"","",arc,v1, , ,,,,,
8,112174,PASS,3117,200,"","",arc,v1, , ,,,,,
9,112396,PASS,3154,200,"","",arc,v1, , ,,,,,
10,176447,PASS,3211,200,"","",arc,v1, , ,,,,,
11,129877,PASS,3301,200,"","",arc,v1, , ,,,,,
12,174711,PASS,3122,200,"","",arc,v1, , ,,,,,
13,179106,PASS,3244,200,"","",arc,v1, , ,,,,,
14,135231,PASS,6111,200,"","",arc,v1, , ,,,,,
15,189384,PASS,3315,200,"","",arc,v1, , ,,,,,
16,276466,PASS,3313,200,"","",arc,v1, , ,,,,,
17,210490,PASS,3120,200,"","",arc,v1, , ,,,,,
18,233334,PASS,3362,200,"","",arc,v1, , ,,,,,
19,236829,PASS,5312,200,"","",arc,v1, , ,,,,,
20,257356,PASS,3714,200,"","",arc,v1, , ,,,,,
21,26424,PASS,3632,200,"","",arc,v1, , ,,,,,
22,30730,PASS,10100,200,"","",arc,v1, , ,,,,,
23,216565,PASS,3632,200,"","",arc,v1, , ,,,,,
24,102891,PASS,3793,200,"","",arc,v1, , ,,,,,
25,59260,PASS,3924,200,"","",arc,v1, , ,,,,,
26,255966,PASS,3602,200,"","",arc,v1, , ,,,,,
27,112142,PASS,3743,200,"","",arc,v1, , ,,,,,
28,112174,PASS,3711,200,"","",arc,v1, , ,,,,,
29,112396,PASS,3888,200,"","",arc,v1, , ,,,,,
30,176447,PASS,2590,200,"","",arc,v1, , ,,,,,
31,129877,PASS,2717,200,"","",arc,v1, , ,,,,,
32,174711,PASS,2596,200,"","",arc,v1, , ,,,,,
33,179106,PASS,2635,200,"","",arc,v1, , ,,,,,
34,135231,PASS,2683,200,"","",arc,v1, , ,,,,,
35,189384,PASS,2840,200,"","",arc,v1, , ,,,,,
36,276466,PASS,2563,200,"","",arc,v1, , ,,,,,
37,210490,PASS,2617,200,"","",arc,v1, , ,,,,,
38,233334,PASS,2789,200,"","",arc,v1, , ,,,,,
39,236829,PASS,2683,200,"","",arc,v1, , ,,,,,
40,257356,PASS,2777,200,"","",arc,v1, , ,,,,,
41,26424,PASS,3186,200,"","",arc,v1, , ,,,,,
42,30730,PASS,7387,200,"","",arc,v1, , ,,,,,
43,216565,PASS,2781,200,"","",arc,v1, , ,,,,,
44,102891,PASS,2987,200,"","",arc,v1, , ,,,,,
45,59260,PASS,3612,200,"","",arc,v1, , ,,,,,
46,255966,PASS,2921,200,"","",arc,v1, , ,,,,,
47,112142,PASS,3022,200,"","",arc,v1, , ,,,,,
48,112174,PASS,3191,200,"","",arc,v1, , ,,,,,
49,112396,PASS,2952,200,"","",arc,v1, , ,,,,,
50,176447,PASS,2969,200,"","",arc,v1, , ,,,,,
51,129877,PASS,3035,200,"","",arc,v1, , ,,,,,
