SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION
1,26424,FALSE,10109,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
2,30730,FALSE,684,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
3,33793,FALSE,719,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
4,102891,FALSE,798,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
5,59260,FALSE,769,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
6,60393,FALSE,817,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
7,112142,FALSE,831,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
8,112174,FALSE,898,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
9,112396,FALSE,872,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
10,176447,FALSE,864,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
11,129877,FALSE,910,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
12,174711,FALSE,916,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
13,179106,FALSE,958,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
14,135231,FALSE,999,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
15,189384,FALSE,974,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
16,191829,FALSE,1470,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
17,210490,FALSE,960,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
18,233334,FALSE,987,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
19,236829,FALSE,1006,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
20,257356,FALSE,991,200,"ApiExecutionFailedException
","An error occured during API execution.
",arc,v1
