SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION, , ,AverageResponseOfID,MaximumDuration,MinimunDuration,Mode,Median
1,163463,PASS,1898,200,"","",arc,v1, , ,1520.003,17022,942,1150,1237,
2,211719,PASS,1096,200,"","",arc,v1, , ,,,,,
3,313195,FALSE,1566,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1, , ,,,,,
4,230653,PASS,1320,200,"","",arc,v1, , ,,,,,
5,249727,PASS,3747,200,"","",arc,v1, , ,,,,,
6,139506,PASS,1155,200,"","",arc,v1, , ,,,,,
7,265506,PASS,1251,200,"","",arc,v1, , ,,,,,
8,264965,PASS,1111,200,"","",arc,v1, , ,,,,,
9,204625,PASS,1149,200,"","",arc,v1, , ,,,,,
10,193186,PASS,1121,200,"","",arc,v1, , ,,,,,
11,119459,PASS,1191,200,"","",arc,v1, , ,,,,,
12,176165,PASS,1107,200,"","",arc,v1, , ,,,,,
13,289119,PASS,1071,200,"","",arc,v1, , ,,,,,
14,165031,PASS,1111,200,"","",arc,v1, , ,,,,,
15,323386,FALSE,1114,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1, , ,,,,,
16,155179,PASS,1361,200,"","",arc,v1, , ,,,,,
17,128511,PASS,1070,200,"","",arc,v1, , ,,,,,
18,146495,PASS,1085,200,"","",arc,v1, , ,,,,,
19,156947,PASS,4457,200,"","",arc,v1, , ,,,,,
20,188911,PASS,1120,200,"","",arc,v1, , ,,,,,
21,218365,PASS,1109,200,"","",arc,v1, , ,,,,,
22,233985,PASS,1107,200,"","",arc,v1, , ,,,,,
23,138895,PASS,1215,200,"","",arc,v1, , ,,,,,
24,302754,PASS,1101,200,"","",arc,v1, , ,,,,,
25,89546,PASS,1200,200,"","",arc,v1, , ,,,,,
26,136225,PASS,1098,200,"","",arc,v1, , ,,,,,
27,146969,PASS,1281,200,"","",arc,v1, , ,,,,,
28,241825,PASS,2458,200,"","",arc,v1, , ,,,,,
29,325114,FALSE,1508,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1, , ,,,,,
30,158902,PASS,1111,200,"","",arc,v1, , ,,,,,
31,290151,PASS,1086,200,"","",arc,v1, , ,,,,,
32,128515,PASS,1169,200,"","",arc,v1, , ,,,,,
33,138898,PASS,1161,200,"","",arc,v1, , ,,,,,
34,214607,PASS,1206,200,"","",arc,v1, , ,,,,,
35,204726,PASS,1183,200,"","",arc,v1, , ,,,,,
