SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION
1,176522,FALSE,20009,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
2,26424,FALSE,331,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
3,30730,FALSE,484,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
4,216565,FALSE,359,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
5,102891,FALSE,371,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
6,59260,FALSE,383,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
7,255966,FALSE,422,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
8,112142,FALSE,424,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
9,112174,FALSE,426,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
10,112396,FALSE,448,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
11,176447,FALSE,502,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
12,129877,FALSE,464,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
13,174711,FALSE,468,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
14,179106,FALSE,457,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
15,135231,FALSE,484,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
16,189384,FALSE,490,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
17,276466,FALSE,500,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
18,210490,FALSE,566,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
19,233334,FALSE,488,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
20,236829,FALSE,515,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
21,257356,FALSE,530,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
22,176522,FALSE,637,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
23,26424,FALSE,541,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
24,30730,FALSE,552,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
25,216565,FALSE,586,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
26,102891,FALSE,623,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
27,59260,FALSE,601,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
28,255966,FALSE,621,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
29,112142,FALSE,646,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
30,112174,FALSE,575,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
31,112396,FALSE,575,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
32,176447,FALSE,584,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
33,129877,FALSE,603,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
34,174711,FALSE,599,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
35,179106,FALSE,608,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
36,135231,FALSE,617,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
37,189384,FALSE,732,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
38,276466,FALSE,624,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
39,210490,FALSE,623,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
40,233334,FALSE,612,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
41,236829,FALSE,623,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
42,257356,FALSE,643,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
43,176522,FALSE,654,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
44,26424,FALSE,649,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
45,30730,FALSE,683,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
46,216565,FALSE,683,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
47,102891,FALSE,663,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
48,59260,FALSE,633,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
49,255966,FALSE,648,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
50,112142,FALSE,609,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
51,112174,FALSE,612,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
52,112396,FALSE,599,500,"0005
","Une exception critique a été levée durant le traitement.
",arc,v1
